system:index,date,total_evaporation_m,.geo
20030316,2003-03-16,-0.0011420843700787318,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,2003-03-17,-0.001177044442127015,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,2003-03-18,-0.0012017087892685888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,2003-03-19,-0.0012769832582380175,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,2003-03-20,-0.0012817319537411743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,2003-03-21,-0.001305110107500422,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,2003-03-22,-0.0012905926312416051,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,2003-03-23,-0.0012977247590354652,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,2003-03-24,-0.001290170846778572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,2003-03-25,-0.0012680030916877919,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,2003-03-26,-0.0012431693865438337,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,2003-03-27,-0.0012375481593561446,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,2003-03-28,-0.0011985830318411493,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,2003-03-29,-0.0012209915493582846,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,2003-03-30,-0.0011952847756183183,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,2003-03-31,-0.0011723810761672042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,2003-04-01,-0.0012145255821701354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,2003-04-02,-0.001201799742350616,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,2003-04-03,-0.001209247474116823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,2003-04-04,-0.0011688705546117216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,2003-04-05,-0.0012526429472976904,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,2003-04-06,-0.0013317591515591132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,2003-04-07,-0.0013766023069371818,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,2003-04-08,-0.0013985056066267124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,2003-04-09,-0.001343968920535267,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,2003-04-10,-0.001318741533149467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,2003-04-11,-0.001316647425210691,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,2003-04-12,-0.001312626819767066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,2003-04-13,-0.0012714563741302177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,2003-04-14,-0.0012595387776357964,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,2003-04-15,-0.001237343737845611,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,2003-04-16,-0.0012790294758778385,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,2003-04-17,-0.0012627431751063333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,2003-04-18,-0.0012339139467029284,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,2003-04-19,-0.00126826702731536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,2003-04-20,-0.0012893864177600217,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,2003-04-21,-0.0013226902431553772,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,2003-04-22,-0.001330753979034204,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,2003-04-23,-0.0013296199440252828,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,2003-04-24,-0.001326895093074136,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,2003-04-25,-0.0013164738471636583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,2003-04-26,-0.0012823337799933595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,2003-04-27,-0.001289914321149725,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,2003-04-28,-0.0013565919231978726,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,2003-04-29,-0.0014180768829424378,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,2003-04-30,-0.0014381838363922309,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,2003-05-01,-0.0014559628699009994,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,2003-05-02,-0.0014453507956814391,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,2003-05-03,-0.0014171456933384605,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,2003-05-04,-0.0014213533924789816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,2003-05-05,-0.0015294181239231622,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,2003-05-06,-0.001468753132098423,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,2003-05-07,-0.0014465227162620113,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,2003-05-08,-0.0014179021513022843,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,2003-05-09,-0.0014198408997333704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,2003-05-10,-0.0014165888241968105,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,2003-05-11,-0.0014203580489456809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,2003-05-12,-0.001373083978697563,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,2003-05-13,-0.0013899178841414092,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,2003-05-14,-0.0013529369736647674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,2003-05-15,-0.0013631370666200798,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,2003-05-16,-0.0013703048314386568,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,2003-05-17,-0.0014073160748096277,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,2003-05-18,-0.0013798995725829571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,2003-05-19,-0.0013433944444787302,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,2003-05-20,-0.0013278412984316515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,2003-05-21,-0.0013342250387178174,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,2003-05-22,-0.0013429763050165835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,2003-05-23,-0.001425003993591403,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,2003-05-24,-0.0015015274443456986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,2003-05-25,-0.0014992259325977305,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,2003-05-26,-0.0015947650379531917,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,2003-05-27,-0.0015643329697786579,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,2003-05-28,-0.0015553933267652106,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,2003-05-29,-0.0015804028042965595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,2003-05-30,-0.0016049507902565088,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,2003-05-31,-0.0015588884819009664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,2003-06-01,-0.0015689655008857466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,2003-06-02,-0.0014968176104083802,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,2003-06-03,-0.0014324568156361237,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,2003-06-04,-0.0014242387680904497,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,2003-06-05,-0.001340540225215822,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,2003-06-06,-0.0013771179930109174,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,2003-06-07,-0.0013904295973494432,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,2003-06-08,-0.0014220108499409076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,2003-06-09,-0.0015205319733029982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,2003-06-10,-0.0015619396830850434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,2003-06-11,-0.0014922485983570784,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,2003-06-12,-0.0016565566870030861,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,2003-06-13,-0.0017660811206142166,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,2003-06-14,-0.0018781811202744434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,2003-06-15,-0.001926712474441234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,2003-06-16,-0.0019668776138289535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,2003-06-17,-0.0020895911180630914,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,2003-06-18,-0.002112096115636696,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,2003-06-19,-0.0021741544177526803,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,2003-06-20,-0.002173024487573997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,2003-06-21,-0.002285758615148618,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,2003-06-22,-0.002274413696022651,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,2003-06-23,-0.0022829721208999084,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,2003-06-24,-0.0023145848276030314,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,2003-06-25,-0.0023521186926274786,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,2003-06-26,-0.002360354119213037,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,2003-06-27,-0.002267907994266862,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,2003-06-28,-0.002295717309597772,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,2003-06-29,-0.002326482463126477,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,2003-06-30,-0.002356485183987781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,2003-07-01,-0.0023746205013827877,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,2003-07-02,-0.0023754614388555857,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,2003-07-03,-0.0024433388545789412,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,2003-07-04,-0.002380916817881937,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,2003-07-05,-0.0024210501388161644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,2003-07-06,-0.002617563543607119,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,2003-07-07,-0.00269490644175146,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,2003-07-08,-0.0026742933584712877,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,2003-07-09,-0.0025736158747066014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,2003-07-10,-0.002506678340373741,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,2003-07-11,-0.0025630646027509515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,2003-07-12,-0.0026381987396087788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,2003-07-13,-0.0027140677676155463,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,2003-07-14,-0.002720022988609475,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,2003-07-15,-0.0026705577391216437,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,2003-07-16,-0.0026939040621720084,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,2003-07-17,-0.002874418429961358,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,2003-07-18,-0.002878729342450712,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,2003-07-19,-0.0029312709169913268,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,2003-07-20,-0.002909169196177289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,2003-07-21,-0.002746507200518847,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,2003-07-22,-0.002792580513840621,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,2003-07-23,-0.0028545099444108445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,2003-07-24,-0.0028414096476395505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,2003-07-25,-0.002881840633897989,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,2003-07-26,-0.0028392757712701016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,2003-07-27,-0.0027835326673985956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,2003-07-28,-0.0028726514123988316,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,2003-07-29,-0.002810264685324985,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,2003-07-30,-0.002772769999193693,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,2003-07-31,-0.00270715045319142,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,2003-08-01,-0.002681580144018326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,2003-08-02,-0.002650594014718002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,2003-08-03,-0.0027453276450764737,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,2003-08-04,-0.0028799034915527057,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,2003-08-05,-0.0030569440497898717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,2003-08-06,-0.003086933898393689,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,2003-08-07,-0.0030868865342225807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,2003-08-08,-0.0029860256071268447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,2003-08-09,-0.0028019337920922945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,2003-08-10,-0.0026664548100910983,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,2003-08-11,-0.0026839151924224736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,2003-08-12,-0.0026835453114835597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,2003-08-13,-0.002721137073016226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,2003-08-14,-0.0026315025684885162,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,2003-08-15,-0.002610174325181892,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,2003-08-16,-0.002749995918020825,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,2003-08-17,-0.0027310926931136273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,2003-08-18,-0.002555426491526007,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,2003-08-19,-0.002299820071830785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,2003-08-20,-0.0024534846507526676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,2003-08-21,-0.002776621709924403,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,2003-08-22,-0.002827457611461149,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,2003-08-23,-0.002658438901720048,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,2003-08-24,-0.0026526549965594248,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,2003-08-25,-0.002684014704724578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,2003-08-26,-0.0027055640121004918,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,2003-08-27,-0.0025612435527552877,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,2003-08-28,-0.0025973785900106606,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,2003-08-29,-0.00261650390572485,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,2003-08-30,-0.0025817502955636164,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,2003-08-31,-0.0026047849380863063,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,2003-09-01,-0.002568611345722553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,2003-09-02,-0.002465217010584803,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,2003-09-03,-0.002523729785946256,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,2003-09-04,-0.002516296074721124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,2003-09-05,-0.0024829076364414615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,2003-09-06,-0.0024427580543943633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,2003-09-07,-0.002537498829672695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,2003-09-08,-0.0025927557300584195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,2003-09-09,-0.002607353121859051,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,2003-09-10,-0.002483227377315626,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,2003-09-11,-0.002490984941250517,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,2003-09-12,-0.002439685463038439,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,2003-09-13,-0.0024064464154163598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,2003-09-14,-0.0024018888267249468,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,2003-09-15,-0.0023877137104454647,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,2003-09-16,-0.002355472814027103,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,2003-09-17,-0.0023926999350672865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,2003-09-18,-0.002404588219561433,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,2003-09-19,-0.0024240057196749194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,2003-09-20,-0.002415878748358046,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,2003-09-21,-0.002381792328221503,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,2003-09-22,-0.002355405450573527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,2003-09-23,-0.002212169428034531,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,2003-09-24,-0.0020890506983537575,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,2003-09-25,-0.002203695766218595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,2003-09-26,-0.0022833265258023787,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,2003-09-27,-0.0023312088123668083,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,2003-09-28,-0.002336455497055223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,2003-09-29,-0.002267246628933439,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,2003-09-30,-0.002437493015124989,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,2003-10-01,-0.002481943680649364,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,2003-10-02,-0.0025002366389136397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,2003-10-03,-0.0025604046584648617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,2003-10-04,-0.0024603169816146894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,2003-10-05,-0.0023428402928095853,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,2003-10-06,-0.0022291091387322396,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,2003-10-07,-0.0020609996484749777,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,2003-10-08,-0.0019468716489217306,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,2003-10-09,-0.002043361714749722,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,2003-10-10,-0.002176291788520285,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,2003-10-11,-0.0022791032692382747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,2003-10-12,-0.0023388544904574507,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,2003-10-13,-0.002338612789828104,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,2003-10-14,-0.002330588939254851,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,2003-10-15,-0.0022175271696887556,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,2003-10-16,-0.0022264297204817774,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,2003-10-17,-0.0020994569673807597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,2003-10-18,-0.0019625918152003166,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,2003-10-19,-0.0019171388585163978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,2003-10-20,-0.001962527326822416,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,2003-10-21,-0.0018776530278157718,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,2003-10-22,-0.0018217276437693809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,2003-10-23,-0.0017084067021856054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,2003-10-24,-0.0016421570445926713,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,2003-10-25,-0.0016666476971213759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,2003-10-26,-0.0016721491407108958,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,2003-10-27,-0.0016805372221821095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,2003-10-28,-0.0016852750028963548,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,2003-10-29,-0.0016743486094947591,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,2003-10-30,-0.0016874154680200162,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,2003-10-31,-0.0016508256819702993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,2003-11-01,-0.0016485672411782435,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,2003-11-02,-0.001651212622761071,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,2003-11-03,-0.0017079897075582405,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,2003-11-04,-0.0016994499164875775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,2003-11-05,-0.001625953556829064,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,2003-11-06,-0.0015867012276292135,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031107,2003-11-07,-0.0014660949490990958,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031108,2003-11-08,-0.001423728856934748,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031109,2003-11-09,-0.0014932225253396583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031110,2003-11-10,-0.0015231726328523642,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031111,2003-11-11,-0.0014700565175562465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031112,2003-11-12,-0.0014239428691398082,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031113,2003-11-13,-0.0013756489319375542,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031114,2003-11-14,-0.0013194066066611453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031115,2003-11-15,-0.001300645323171604,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031116,2003-11-16,-0.0013299792810654823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031117,2003-11-17,-0.0013133538135268246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031118,2003-11-18,-0.0012905964880970974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031119,2003-11-19,-0.001277265740757276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031120,2003-11-20,-0.0012252038610703598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031121,2003-11-21,-0.0011939847457384711,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031122,2003-11-22,-0.0011695006318534747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031123,2003-11-23,-0.0011552146443988209,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031124,2003-11-24,-0.0011637685134582832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031125,2003-11-25,-0.0011442237633002591,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031126,2003-11-26,-0.0010764860118827547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031127,2003-11-27,-0.0010649052068271876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031128,2003-11-28,-9.754366619188903E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031129,2003-11-29,-9.574686733922798E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031130,2003-11-30,-9.704126714660934E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031201,2003-12-01,-9.881113025494205E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031202,2003-12-02,-9.968684929455565E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031203,2003-12-03,-9.707259290314658E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031204,2003-12-04,-9.566662031684353E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031205,2003-12-05,-9.327578741245885E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031206,2003-12-06,-9.350885649381421E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031207,2003-12-07,-9.372289631147607E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031208,2003-12-08,-9.151719851874498E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031209,2003-12-09,-8.754260153509152E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031210,2003-12-10,-8.803293571721802E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031211,2003-12-11,-8.562394176978417E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031212,2003-12-12,-8.551197749263771E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031213,2003-12-13,-8.7567319586564E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031214,2003-12-14,-8.527476043754244E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031215,2003-12-15,-8.307111236598899E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031216,2003-12-16,-7.68367149854143E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031217,2003-12-17,-7.904047199505642E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031218,2003-12-18,-7.84493636660273E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031219,2003-12-19,-8.170251002699976E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031220,2003-12-20,-8.437226321563351E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031221,2003-12-21,-8.56245155845032E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031222,2003-12-22,-8.400679880983077E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031223,2003-12-23,-8.275784774007507E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031224,2003-12-24,-8.031822252073032E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031225,2003-12-25,-7.780666835102569E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031226,2003-12-26,-7.702279576864981E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
