system:index,date,total_evaporation_m,.geo
20090913,2009-09-13,-0.0028777701815223965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090914,2009-09-14,-0.0028146652890083355,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090915,2009-09-15,-0.0027780291953198246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090916,2009-09-16,-0.0028376120376134586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090917,2009-09-17,-0.0028367632897656372,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090918,2009-09-18,-0.0026844197692254363,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090919,2009-09-19,-0.0026181861498007146,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090920,2009-09-20,-0.0026317162946647168,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090921,2009-09-21,-0.002544294167371754,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090922,2009-09-22,-0.002469156920994855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090923,2009-09-23,-0.002492602956166611,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090924,2009-09-24,-0.002494332032617066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090925,2009-09-25,-0.0024890909026391663,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090926,2009-09-26,-0.002558102317114317,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090927,2009-09-27,-0.0025005002967446177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090928,2009-09-28,-0.00243559232262289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090929,2009-09-29,-0.002387087218667357,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090930,2009-09-30,-0.0023739283141877895,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091001,2009-10-01,-0.0023259959932269377,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091002,2009-10-02,-0.0020760163348500127,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091003,2009-10-03,-0.0019307809163612774,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091004,2009-10-04,-0.0019166877926373,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091005,2009-10-05,-0.001844655255155397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091006,2009-10-06,-0.0018174371011913178,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091007,2009-10-07,-0.0019405912058873245,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091008,2009-10-08,-0.00209094017273147,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091009,2009-10-09,-0.002199558100995295,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091010,2009-10-10,-0.0021602321628619225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091011,2009-10-11,-0.0021040804100934743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091012,2009-10-12,-0.002111663685318834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091013,2009-10-13,-0.0021190267348525325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091014,2009-10-14,-0.0021314699855910163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091015,2009-10-15,-0.002069115298801675,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091016,2009-10-16,-0.002022892336625407,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091017,2009-10-17,-0.0020446011158271587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091018,2009-10-18,-0.0020642093906867226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091019,2009-10-19,-0.0020867468180595715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091020,2009-10-20,-0.00207783628392727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091021,2009-10-21,-0.0019895604305551024,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091022,2009-10-22,-0.001989991013317638,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091023,2009-10-23,-0.001954798025561924,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091024,2009-10-24,-0.0018686793257570629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091025,2009-10-25,-0.0018435213524858978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091026,2009-10-26,-0.0018336088432958047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091027,2009-10-27,-0.001791400367147081,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091028,2009-10-28,-0.0017485830938218701,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091029,2009-10-29,-0.0017328491916414133,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091030,2009-10-30,-0.0017034373953226597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091031,2009-10-31,-0.0016986942514001062,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091101,2009-11-01,-0.0016368616127946233,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091102,2009-11-02,-0.0016480350778101335,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091103,2009-11-03,-0.0015894025871210186,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091104,2009-11-04,-0.0014989951951835296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091105,2009-11-05,-0.0013893990502431971,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091106,2009-11-06,-0.0013860997753616672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091107,2009-11-07,-0.0013466554134513925,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091108,2009-11-08,-0.001361850390402689,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091109,2009-11-09,-0.0013259673921616607,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091110,2009-11-10,-0.0013185982159592863,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091111,2009-11-11,-0.0013684437416947148,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091112,2009-11-12,-0.00133169045927391,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091113,2009-11-13,-0.0012890567812385704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091114,2009-11-14,-0.0012965051245462068,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091115,2009-11-15,-0.0012714441621175037,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091116,2009-11-16,-0.0011642514943695492,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091117,2009-11-17,-0.0011463357670988255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091118,2009-11-18,-0.0012297149236264724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091119,2009-11-19,-0.0013172178739013745,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091120,2009-11-20,-0.0013440251617560517,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091121,2009-11-21,-0.0013113287868402373,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091122,2009-11-22,-0.0013254961002341402,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091123,2009-11-23,-0.00130325010172656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091124,2009-11-24,-0.0012741941083244267,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091125,2009-11-25,-0.001311715256003995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091126,2009-11-26,-0.0013325943587452406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091127,2009-11-27,-0.0013239185303757942,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091128,2009-11-28,-0.001307576704274649,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091129,2009-11-29,-0.001255350624489626,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091130,2009-11-30,-0.001193285582712736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091201,2009-12-01,-0.0011618417765759438,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091202,2009-12-02,-0.0011140519651948076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091203,2009-12-03,-0.00110068052852739,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091204,2009-12-04,-0.0010784234423610389,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091205,2009-12-05,-0.001089017065699974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091206,2009-12-06,-0.0010878164274369688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091207,2009-12-07,-0.001076031920846283,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091208,2009-12-08,-0.0010393086993100132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091209,2009-12-09,-0.0010418120365430189,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091210,2009-12-10,-0.0010365737015605799,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091211,2009-12-11,-0.0010077840615921798,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091212,2009-12-12,-9.412362845601461E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091213,2009-12-13,-9.398416153048896E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091214,2009-12-14,-9.479013001569613E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091215,2009-12-15,-9.309862408950677E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091216,2009-12-16,-8.664799558783734E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091217,2009-12-17,-8.597016598354685E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091218,2009-12-18,-8.869623195454643E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091219,2009-12-19,-9.072458160586128E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091220,2009-12-20,-9.119303336275136E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091221,2009-12-21,-9.020474613572715E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091222,2009-12-22,-8.645964329543622E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091223,2009-12-23,-8.666179746791153E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091224,2009-12-24,-8.81759144766373E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091225,2009-12-25,-8.567175080290645E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091226,2009-12-26,-8.369821681070795E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091227,2009-12-27,-8.158490703203872E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091228,2009-12-28,-7.958262625483807E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091229,2009-12-29,-7.991767553020172E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091230,2009-12-30,-8.231890627309324E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091231,2009-12-31,-8.434772396131734E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100101,2010-01-01,-8.820678972299865E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100102,2010-01-02,-8.812259452195708E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100103,2010-01-03,-9.057354605931156E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100104,2010-01-04,-8.861245573232343E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100105,2010-01-05,-8.658883049090253E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100106,2010-01-06,-8.475031421907463E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100107,2010-01-07,-8.355193941104289E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100108,2010-01-08,-8.123892206057112E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100109,2010-01-09,-7.575678251667072E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100110,2010-01-10,-7.678846413430106E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100111,2010-01-11,-7.881075728668831E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100112,2010-01-12,-8.267735739286519E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100113,2010-01-13,-8.622950601990855E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100114,2010-01-14,-9.027776404665444E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100115,2010-01-15,-9.151429695993402E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100116,2010-01-16,-9.15457444961397E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100117,2010-01-17,-9.095347440322817E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100118,2010-01-18,-8.909587713234751E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100119,2010-01-19,-8.769766280380116E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100120,2010-01-20,-9.045686150359184E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100121,2010-01-21,-9.031176510052931E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100122,2010-01-22,-8.910604558510929E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100123,2010-01-23,-8.890972065158771E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100124,2010-01-24,-8.910643657642954E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100125,2010-01-25,-8.692401350755104E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100126,2010-01-26,-8.658795881967733E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100127,2010-01-27,-8.578554944756815E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100128,2010-01-28,-8.452829500867944E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100129,2010-01-29,-8.647225388732012E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100130,2010-01-30,-8.644389126009789E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100131,2010-01-31,-8.497255470290786E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100201,2010-02-01,-8.313951750642105E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100202,2010-02-02,-8.358232648899963E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100203,2010-02-03,-8.420117435678475E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100204,2010-02-04,-8.359256408611567E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100205,2010-02-05,-8.281570449438032E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100206,2010-02-06,-8.665850833306011E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100207,2010-02-07,-8.475853051783166E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100208,2010-02-08,-8.973993502039392E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100209,2010-02-09,-8.807726321388209E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100210,2010-02-10,-8.674157898548269E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100211,2010-02-11,-8.426654497731622E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100212,2010-02-12,-8.598670791847481E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100213,2010-02-13,-8.916404213487428E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100214,2010-02-14,-9.037680477310186E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100215,2010-02-15,-9.166348944544392E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100216,2010-02-16,-9.21026996537639E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100217,2010-02-17,-9.301260696605615E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100218,2010-02-18,-9.591730335316313E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100219,2010-02-19,-9.223521187053458E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100220,2010-02-20,-9.353520718367406E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100221,2010-02-21,-9.411797915305967E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100222,2010-02-22,-9.173031898663362E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100223,2010-02-23,-9.334954251825249E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100224,2010-02-24,-9.219065293114903E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100225,2010-02-25,-9.35379054782623E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100226,2010-02-26,-9.449584733648824E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100227,2010-02-27,-9.730099496917996E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100228,2010-02-28,-9.715054998073479E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100301,2010-03-01,-9.770208674649693E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100302,2010-03-02,-9.88244503819473E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100303,2010-03-03,-9.609259004277552E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100304,2010-03-04,-9.912311736083776E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100305,2010-03-05,-9.916891392174243E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100306,2010-03-06,-9.589587105199052E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100307,2010-03-07,-9.987663097081301E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100308,2010-03-08,-9.946374578793731E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100309,2010-03-09,-9.927157849764464E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100310,2010-03-10,-0.001010348546011994,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100311,2010-03-11,-0.001014903711407648,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100312,2010-03-12,-0.0010126001928919496,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100313,2010-03-13,-9.912578238726781E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100314,2010-03-14,-9.813124603020639E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100315,2010-03-15,-0.0010097388431174513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100316,2010-03-16,-0.001001971092005085,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100317,2010-03-17,-0.0010368192964266437,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100318,2010-03-18,-0.00106029217177823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100319,2010-03-19,-0.0010853146361151597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100320,2010-03-20,-0.0010912265200722028,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100321,2010-03-21,-0.0010750764081688573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100322,2010-03-22,-0.001005132064674997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100323,2010-03-23,-0.0010003401194193346,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100324,2010-03-24,-0.0010064948353241518,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100325,2010-03-25,-9.928899987118058E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100326,2010-03-26,-9.84302608249642E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100327,2010-03-27,-0.0010354496034416633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100328,2010-03-28,-0.0010413997275650181,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100329,2010-03-29,-0.001026757223415654,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100330,2010-03-30,-0.0010398197678535828,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100331,2010-03-31,-0.0010660111159042367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100401,2010-04-01,-0.001097690325929213,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100402,2010-04-02,-0.0011024354265086816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100403,2010-04-03,-0.001105065707741444,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100404,2010-04-04,-0.0011358274726919317,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100405,2010-04-05,-0.001128533535412349,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100406,2010-04-06,-0.0011350890928144323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100407,2010-04-07,-0.0011505614003258174,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100408,2010-04-08,-0.0011393688092535875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100409,2010-04-09,-0.0010884306624665886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100410,2010-04-10,-0.0010967501498626994,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100411,2010-04-11,-0.0011048486699910358,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100412,2010-04-12,-0.0010846478035177805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100413,2010-04-13,-0.0011036665618932566,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100414,2010-04-14,-0.001136384284563771,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100415,2010-04-15,-0.0011743844369285334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100416,2010-04-16,-0.0011980264398552833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100417,2010-04-17,-0.0011232190668314895,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100418,2010-04-18,-0.0011191238935035494,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100419,2010-04-19,-0.0011264984330985398,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100420,2010-04-20,-0.0011428427659118797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100421,2010-04-21,-0.0011530762877714914,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100422,2010-04-22,-0.001188841253210135,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100423,2010-04-23,-0.001242196984494308,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100424,2010-04-24,-0.0012205470560519916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100425,2010-04-25,-0.0012220882625506972,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100426,2010-04-26,-0.001221935561532179,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100427,2010-04-27,-0.0012405223298207588,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100428,2010-04-28,-0.0013282711773905927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100429,2010-04-29,-0.0013410044926651305,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100430,2010-04-30,-0.0013935611436754487,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100501,2010-05-01,-0.0014482972856502611,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100502,2010-05-02,-0.0014504925176060419,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100503,2010-05-03,-0.0014844716086885586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100504,2010-05-04,-0.0014901700973058776,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100505,2010-05-05,-0.0014465233193024824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100506,2010-05-06,-0.0015024398955629623,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100507,2010-05-07,-0.001585384185238665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100508,2010-05-08,-0.0015802714864416464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100509,2010-05-09,-0.0015925933815807394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100510,2010-05-10,-0.00150942954350658,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100511,2010-05-11,-0.0015098983698716996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100512,2010-05-12,-0.001473034700432098,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100513,2010-05-13,-0.0014378285081871815,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100514,2010-05-14,-0.0014144429498731445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100515,2010-05-15,-0.0014192039069563709,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100516,2010-05-16,-0.0013574232282570176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100517,2010-05-17,-0.001344675851407703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100518,2010-05-18,-0.0014231590645069501,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100519,2010-05-19,-0.0014181140380336822,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100520,2010-05-20,-0.0014805246455747816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100521,2010-05-21,-0.0014925754749652114,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100522,2010-05-22,-0.0015949369550661177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100523,2010-05-23,-0.0016684562659054262,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100524,2010-05-24,-0.0016629616502640359,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100525,2010-05-25,-0.001672314323171612,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100526,2010-05-26,-0.0016552040468199311,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100527,2010-05-27,-0.0016262017792081185,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100528,2010-05-28,-0.0016560429094637536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100529,2010-05-29,-0.0016789696130619864,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100530,2010-05-30,-0.0016841383746679151,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100531,2010-05-31,-0.001699735147579295,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100601,2010-06-01,-0.0017795832208160553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100602,2010-06-02,-0.0017728776472384804,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100603,2010-06-03,-0.0017661975746924802,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100604,2010-06-04,-0.0017453054321471273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100605,2010-06-05,-0.0016668165535322647,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100606,2010-06-06,-0.0017556626995428606,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100607,2010-06-07,-0.001949778009559913,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100608,2010-06-08,-0.0019439077934109374,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100609,2010-06-09,-0.0019614860877596356,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100610,2010-06-10,-0.0020456169114038683,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100611,2010-06-11,-0.0020779595583919445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100612,2010-06-12,-0.001945348660127175,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100613,2010-06-13,-0.0018451125833180957,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100614,2010-06-14,-0.001790154952058424,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100615,2010-06-15,-0.0019221443101124973,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100616,2010-06-16,-0.002042956897489575,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100617,2010-06-17,-0.0021440080319013394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100618,2010-06-18,-0.0021841141760298847,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100619,2010-06-19,-0.0022484739448357816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100620,2010-06-20,-0.002138197444876085,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100621,2010-06-21,-0.0021860295311175743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100622,2010-06-22,-0.00224511473131193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100623,2010-06-23,-0.002195729099514377,"{""type"":""MultiPoint"",""coordinates"":[]}"
