system:index,date,runoff_m,sub_surface_runoff_m,surface_runoff_m,.geo
20081126,2008-11-26,8.888584494245784E-4,5.158593798824372E-4,3.72997821563663E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081127,2008-11-27,0.0010258349705043626,5.452879728954377E-4,4.8054754014753315E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081128,2008-11-28,5.909113968703236E-4,4.4547611338330826E-4,1.4543375649105485E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081129,2008-11-29,6.166234994545734E-4,4.5262585256134933E-4,1.6399647137086237E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081130,2008-11-30,4.517486221921809E-4,4.0634982339524133E-4,4.539927593610147E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081201,2008-12-01,4.7371392640329946E-4,4.149482809819923E-4,5.8764631654167605E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081202,2008-12-02,4.1173149882720446E-4,3.914076126584553E-4,2.0322538907696808E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081203,2008-12-03,3.9688156152536334E-4,3.810624058549058E-4,1.581911820073417E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081204,2008-12-04,3.935131050237502E-4,3.7331133441543396E-4,2.0200196577558034E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081205,2008-12-05,3.837546327346364E-4,3.648085527143416E-4,1.8946675231466635E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081206,2008-12-06,4.8055350708450085E-4,3.805126652907502E-4,1.0003940869285093E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081207,2008-12-07,4.3748822516690523E-4,3.7007836545016506E-4,6.740860542742681E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081208,2008-12-08,4.279547981127169E-4,3.518757152522894E-4,7.607880520875242E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081209,2008-12-09,4.5217827200348394E-4,3.6008488224121654E-4,9.209226144678256E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081210,2008-12-10,3.8238989061241093E-4,3.3919280954813246E-4,4.3196841830231166E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081211,2008-12-11,3.626461566871654E-4,3.314278749731703E-4,3.1217454813164E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081212,2008-12-12,3.4883276250300945E-4,3.244094822883566E-4,2.4423168849748836E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081213,2008-12-13,3.383109534001826E-4,3.1869772407737835E-4,1.9613122293772497E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081214,2008-12-14,3.3202682940766936E-4,3.1312054266210385E-4,1.8905817684725027E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081215,2008-12-15,3.438116310868709E-4,3.129004063223386E-4,3.0909592855608E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081216,2008-12-16,3.392829458194239E-4,3.116164190761258E-4,2.766634454177675E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081217,2008-12-17,3.9111978940211626E-4,3.1868604179956917E-4,7.243345750078815E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081218,2008-12-18,4.4062766737843525E-4,3.272852294018679E-4,1.1334109027352035E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081219,2008-12-19,3.634355642002536E-4,2.984656662163157E-4,6.496860770427997E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081220,2008-12-20,3.6178543946198237E-4,2.985065396797741E-4,6.327882755520073E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081221,2008-12-21,3.038443352231235E-4,2.8474610729999625E-4,1.9098922720714576E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081222,2008-12-22,2.98973930121424E-4,2.791856608415849E-4,1.9787265636782148E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081223,2008-12-23,3.0028404640929725E-4,2.747857115296151E-4,2.5496684073159553E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081224,2008-12-24,2.8850463239473275E-4,2.69869590803085E-4,1.8634934292208162E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081225,2008-12-25,2.8025522681649905E-4,2.6560419215801423E-4,1.4649689213099998E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081226,2008-12-26,2.7532415166475575E-4,2.6076653468226787E-4,1.4556888593322488E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081227,2008-12-27,2.670189119720704E-4,2.563011676104924E-4,1.0716922234188834E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081228,2008-12-28,2.6150079346337054E-4,2.519529817069573E-4,9.547845527936425E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081229,2008-12-29,2.589631773036772E-4,2.4764611234936204E-4,1.1316907303889471E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081230,2008-12-30,2.548765303415285E-4,2.4347695468010863E-4,1.1399514014747004E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081231,2008-12-31,2.5658227948336895E-4,2.3945466086651435E-4,1.7126024775993203E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090101,2009-01-01,2.6010422357006376E-4,2.3604334899633158E-4,2.4059954214426683E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090102,2009-01-02,2.462998452409544E-4,2.3249716609045768E-4,1.3802053653609156E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090103,2009-01-03,2.475487163746727E-4,2.2843042765699657E-4,1.9116676980218555E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090104,2009-01-04,2.4349934372937815E-4,2.248008809779999E-4,1.869668631813305E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090105,2009-01-05,2.400659469704518E-4,2.214435074500278E-4,1.8622605975339706E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090106,2009-01-06,3.179650770239002E-4,2.2973252023856614E-4,8.823257200636448E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090107,2009-01-07,2.350067820571606E-4,2.152499256149218E-4,1.9756155329392064E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090108,2009-01-08,2.2744238427100085E-4,2.1216200910976452E-4,1.527914409310257E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090109,2009-01-09,2.347596529915254E-4,2.1072029524827953E-4,2.4038440905638272E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090110,2009-01-10,2.2403723850963265E-4,2.0663683025830802E-4,1.739969170603739E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090111,2009-01-11,2.2128441109147554E-4,2.0433409593836863E-4,1.6950164559351526E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090112,2009-01-12,2.145910751801777E-4,2.011363998623557E-4,1.3453804623157656E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090113,2009-01-13,2.1402602839763738E-4,1.9848656029135582E-4,1.553851651532367E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090114,2009-01-14,2.1120514735352804E-4,1.9553732102839337E-4,1.5666463680315022E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090115,2009-01-15,2.115607770247305E-4,1.9262112336587958E-4,1.893962795876617E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090116,2009-01-16,2.2972942488599466E-4,1.9285387233360384E-4,3.6875258828145855E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090117,2009-01-17,2.1552514215491606E-4,1.8779975771584194E-4,2.7725885609656484E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090118,2009-01-18,2.3293277392951565E-4,1.9239292648382547E-4,4.0538057078065836E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090119,2009-01-19,2.017187787244707E-4,1.8203948372961075E-4,1.967910806709534E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090120,2009-01-20,2.0449743949737138E-4,1.800066282200773E-4,2.4490641196450594E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090121,2009-01-21,1.9826615603756005E-4,1.7801608129214665E-4,2.0248487653940198E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090122,2009-01-22,1.9320297114387662E-4,1.7494951959774562E-4,1.8251865305214528E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090123,2009-01-23,1.9308454944419928E-4,1.7259594791806479E-4,2.04866078120524E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090124,2009-01-24,2.0050306529119749E-4,1.703588732350956E-4,3.0144863326210923E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090125,2009-01-25,2.731641506954114E-4,1.8022238658753923E-4,9.294140732493187E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090126,2009-01-26,2.61235741412379E-4,1.7537161210227686E-4,8.586043839089517E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090127,2009-01-27,2.6272203823160355E-4,1.724855180833908E-4,9.023600242127528E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090128,2009-01-28,2.1899453135089942E-4,1.6798937351326853E-4,5.10041251547022E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090129,2009-01-29,1.858767144527964E-4,1.648140376796958E-4,2.10640893367448E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090130,2009-01-30,1.868404853818189E-4,1.6303883908603376E-4,2.3800267084285876E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090131,2009-01-31,2.0102910244731414E-4,1.620325076503673E-4,3.8996688795745705E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090201,2009-02-01,1.8711403756538233E-4,1.6001356020538105E-4,2.7097982426171625E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090202,2009-02-02,1.766371355910267E-4,1.5814116836105634E-4,1.8494172814089586E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090203,2009-02-03,1.734992354042516E-4,1.5619186669062036E-4,1.730574546071855E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090204,2009-02-04,1.732574033398169E-4,1.5422402361476775E-4,1.9033216679242876E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090205,2009-02-05,1.9324653659645317E-4,1.5917681044477167E-4,3.4067338976985524E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090206,2009-02-06,1.6904479043537617E-4,1.5086177051764846E-4,1.818127884846377E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090207,2009-02-07,1.6528168534491196E-4,1.483972180269667E-4,1.6883541769261222E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090208,2009-02-08,1.6607399136718505E-4,1.4665454096557235E-4,1.941993116768579E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090209,2009-02-09,1.628230741997679E-4,1.4488356006935364E-4,1.7938538883165697E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090210,2009-02-10,1.7964421289166083E-4,1.4496444916910217E-4,3.467967141405653E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090211,2009-02-11,1.7234486988515745E-4,1.4194403332385772E-4,3.0399443868231705E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090212,2009-02-12,1.7152672671849308E-4,1.4037226379109497E-4,3.115357148505147E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090213,2009-02-13,2.4350523792457927E-4,1.5653195180665355E-4,8.697334232251134E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090214,2009-02-14,1.6726462329352693E-4,1.403140976838983E-4,2.6949714542917083E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090215,2009-02-15,1.643906811059251E-4,1.3751079697324486E-4,2.687774432689286E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090216,2009-02-16,1.6258465087918165E-4,1.365514443388097E-4,2.6033290984421115E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090217,2009-02-17,1.5850690635109096E-4,1.351633754025727E-4,2.3340361046379246E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090218,2009-02-18,1.619002663346909E-4,1.341815847612218E-4,2.7717718776796328E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090219,2009-02-19,1.800639060329702E-4,1.3358529699776902E-4,4.647846095427527E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090220,2009-02-20,1.7389880089480316E-4,1.3334451220306322E-4,4.0554622836599575E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090221,2009-02-21,2.0732668482983374E-4,1.3346427348764247E-4,7.386097507800758E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090222,2009-02-22,2.0054810286850708E-4,1.3332572180235557E-4,6.722230498508999E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090223,2009-02-23,2.3309444216728221E-4,1.4252301677423045E-4,9.056999589939743E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090224,2009-02-24,2.801968169904119E-4,1.4418997573669882E-4,1.3600499207919308E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090225,2009-02-25,3.222608578138465E-4,1.52907293129606E-4,1.693516800867407E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090226,2009-02-26,3.236245880745727E-4,1.538744807323202E-4,1.6974942026211446E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090227,2009-02-27,2.7130175952829014E-4,1.4998961457277662E-4,1.2130999389484617E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090228,2009-02-28,2.5584285392964395E-4,1.552309024003416E-4,1.0061080875386268E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090301,2009-03-01,1.9224693689271077E-4,1.4730698889182378E-4,4.493827481095853E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090302,2009-03-02,1.7656894989968725E-4,1.4003335897823951E-4,3.653477469141505E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090303,2009-03-03,2.3089892232082182E-4,1.4224500157253392E-4,8.865406666349027E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090304,2009-03-04,2.0257926097773038E-4,1.4144401444382123E-4,6.113433130990124E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090305,2009-03-05,2.1391693183703047E-4,1.3987309585412636E-4,7.404204241757975E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090306,2009-03-06,2.1734002720568652E-4,1.398662077318793E-4,7.747324986881463E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090307,2009-03-07,2.632623686841149E-4,1.436649975176872E-4,1.1959476550585739E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090308,2009-03-08,2.320118803016249E-4,1.4247145056907117E-4,8.95389854844458E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090309,2009-03-09,2.5011723235013127E-4,1.43904818155321E-4,1.0621178274009292E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090310,2009-03-10,3.3104099742417093E-4,1.5808914021219988E-4,1.7295177107172594E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090311,2009-03-11,2.4227306900227773E-4,1.4752161649144455E-4,9.47515429368026E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090312,2009-03-12,2.038963142166844E-4,1.4495139359337457E-4,5.894383944832856E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090313,2009-03-13,1.9347751410595093E-4,1.4151336041731693E-4,5.196242830943577E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090314,2009-03-14,1.957712802280723E-4,1.3814669404291118E-4,5.762415914771794E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090315,2009-03-15,1.9276534348749714E-4,1.339373543601328E-4,5.882704255370717E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090316,2009-03-16,1.8921066307446945E-4,1.3025244529571637E-4,5.8957270327498625E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090317,2009-03-17,2.0209596244071635E-4,1.2991630529929276E-4,7.217959256647572E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090318,2009-03-18,2.042957676972857E-4,1.2783343351805627E-4,7.646132473026298E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090319,2009-03-19,2.1016179406391472E-4,1.3109389875150308E-4,7.906772670848864E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090320,2009-03-20,2.0998740556737693E-4,1.334607345491395E-4,7.652646908232725E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090321,2009-03-21,1.906127719066149E-4,1.286659900364463E-4,6.194618126165002E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090322,2009-03-22,2.072397086925545E-4,1.2581908342851062E-4,8.141989927462787E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090323,2009-03-23,2.2247472872878411E-4,1.2526597386903408E-4,9.720839963141094E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090324,2009-03-24,2.4939247415580704E-4,1.2625249067500682E-4,1.231396176883511E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090325,2009-03-25,2.2208612018150537E-4,1.2588530698354335E-4,9.620068179630411E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090326,2009-03-26,2.4437210698397525E-4,1.253770397769968E-4,1.1899502688666102E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090327,2009-03-27,2.407530330706104E-4,1.263764939077264E-4,1.1437637792733772E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090328,2009-03-28,2.2963058692233485E-4,1.268300046344226E-4,1.0279969141440655E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090329,2009-03-29,2.5474827679423945E-4,1.269927857778491E-4,1.2775548671050899E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090330,2009-03-30,3.049879344376934E-4,1.3183366864545932E-4,1.731541626118485E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090331,2009-03-31,4.7472122152946046E-4,1.584867933018829E-4,3.162320551672047E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090401,2009-04-01,3.1982761125267967E-4,1.4782901260011738E-4,1.7199831911245548E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090402,2009-04-02,2.7418617765906546E-4,1.4030643643074886E-4,1.338792365994599E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090403,2009-04-03,3.226144097040146E-4,1.535412064971756E-4,1.6907190646589987E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090404,2009-04-04,3.3115619595277347E-4,1.6237869132479423E-4,1.6877739774693505E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090405,2009-04-05,2.82394245149661E-4,1.5352946984864015E-4,1.2886395215640532E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090406,2009-04-06,3.1962202547712403E-4,1.5035214159156985E-4,1.6926940192575195E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090407,2009-04-07,4.2368210010028514E-4,1.6663852334909595E-4,2.570433505645819E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090408,2009-04-08,3.8061463277723457E-4,1.7627699870617863E-4,2.0433728815311537E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090409,2009-04-09,3.8692239573460025E-4,1.6818006974534923E-4,2.1874235162394623E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090410,2009-04-10,4.943049194547793E-4,1.848550964082543E-4,3.094487493756166E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090411,2009-04-11,2.948797297345823E-4,1.79860753702391E-4,1.1501788665056749E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090412,2009-04-12,2.6275358743211495E-4,1.58069551438724E-4,1.0468411110983278E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090413,2009-04-13,3.1827029826172814E-4,1.5670442035449332E-4,1.6156584005992322E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090414,2009-04-14,3.922639906583683E-4,1.5941715455133776E-4,2.328457655743314E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090415,2009-04-15,3.653631151587631E-4,1.622830274128099E-4,2.0307952875767789E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090416,2009-04-16,3.875194549907738E-4,1.607498893681676E-4,2.2676874288901104E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090417,2009-04-17,6.924254253972152E-4,1.758139201638228E-4,5.166101957704871E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090418,2009-04-18,5.97829988334127E-4,1.8575979240245428E-4,4.1206913972126547E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090419,2009-04-19,3.7924177151575964E-4,1.7313401197787076E-4,2.0610677655254138E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090420,2009-04-20,4.590716314098662E-4,1.8279108781767356E-4,2.7628014766889757E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090421,2009-04-21,5.687084112206615E-4,2.0835001042236715E-4,3.603575787923422E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090422,2009-04-22,5.901063831740737E-4,2.0819603286799317E-4,3.819097779684918E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090423,2009-04-23,6.067643863639326E-4,2.116007497143022E-4,3.9516364288278506E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090424,2009-04-24,5.198283087641936E-4,2.0223958806848104E-4,3.1758805985450915E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090425,2009-04-25,4.891872481354338E-4,1.8444253372015026E-4,3.0474636045279034E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090426,2009-04-26,5.020117288471027E-4,1.7922268213356842E-4,3.22790145387366E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090427,2009-04-27,4.754358089849126E-4,1.8002180191928127E-4,2.95413194713252E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090428,2009-04-28,4.191472117105516E-4,1.7631612992237663E-4,2.428280968924283E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090429,2009-04-29,4.407026034775625E-4,1.6783587778644221E-4,2.7286567925867287E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090430,2009-04-30,5.787337442404337E-4,1.7951879623294057E-4,3.992142079888089E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090501,2009-05-01,6.883559109996233E-4,2.3214297011456075E-4,4.56212743486601E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090502,2009-05-02,4.944836434365965E-4,1.8075299274261967E-4,3.1373012110595314E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090503,2009-05-03,5.268275465769168E-4,1.6669370559743759E-4,3.6013380212575704E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090504,2009-05-04,6.778538871891684E-4,1.8736177270276488E-4,4.904913423053719E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090505,2009-05-05,5.797326113543427E-4,1.780540705382305E-4,4.016785400840437E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090506,2009-05-06,5.52188553055132E-4,1.8920966131345321E-4,3.6297869481569485E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090507,2009-05-07,5.466545216132204E-4,1.8576657229358266E-4,3.608870104073814E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090508,2009-05-08,6.706963737396515E-4,1.9671856954270252E-4,4.739776811577868E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090509,2009-05-09,6.679063708108047E-4,2.046087521468959E-4,4.6329754617436023E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090510,2009-05-10,6.019724589877208E-4,2.2166752581530825E-4,3.803042508927579E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090511,2009-05-11,5.184458733914647E-4,2.1713105226924104E-4,3.013145533242228E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090512,2009-05-12,5.822626503937208E-4,2.1278544260144205E-4,3.694766724406272E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090513,2009-05-13,6.057366688086687E-4,2.227323370439478E-4,3.8300404321313814E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090514,2009-05-14,5.41157344249272E-4,2.3020047793708188E-4,3.109564126365912E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090515,2009-05-15,4.666637897429645E-4,2.0333596284106495E-4,2.633274867593873E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090516,2009-05-16,5.479645891794392E-4,2.0734103275064613E-4,3.4062325474274797E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090517,2009-05-17,6.061821813477276E-4,2.2587063706215352E-4,3.803114734587883E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090518,2009-05-18,8.225465982694213E-4,3.018299936027627E-4,5.207162682739698E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090519,2009-05-19,6.119483479263759E-4,2.1183587033431005E-4,4.0011231185938624E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090520,2009-05-20,6.880323253709785E-4,2.064634706068692E-4,4.8156877745244577E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090521,2009-05-21,7.730878966189924E-4,2.008704395147211E-4,5.722172574304476E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090522,2009-05-22,8.283545204223339E-4,2.1628034364422138E-4,6.120738165536144E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090523,2009-05-23,7.777110426841035E-4,2.2504273783788105E-4,5.526681151853675E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090524,2009-05-24,9.331371787814726E-4,2.634243148292141E-4,6.697129425186152E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090525,2009-05-25,0.002118383873005062,5.306880075523372E-4,0.0015876960022595979,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090526,2009-05-26,0.002569932288664338,5.525605091372491E-4,0.0020173715648338143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090527,2009-05-27,8.349066157797367E-4,2.9643659233121605E-4,5.384693154053594E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090528,2009-05-28,7.079347178919631E-4,2.7449573347163427E-4,4.334391793236592E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090529,2009-05-29,9.677137814471609E-4,3.254598997610143E-4,6.422537067527043E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090530,2009-05-30,0.0012075009080337777,4.1822471139741176E-4,7.892758832559051E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090531,2009-05-31,0.0013747201309271182,4.202182907450805E-4,9.54501531882301E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090601,2009-06-01,0.0012967562207451975,4.195572724863287E-4,8.771987556304069E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090602,2009-06-02,9.428465590628813E-4,3.685645583797094E-4,5.742819816321785E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090603,2009-06-03,9.508836689944158E-4,3.387066758452948E-4,6.121768082995663E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090604,2009-06-04,0.0013044167208885679,3.8601530034669594E-4,9.184006914516118E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090605,2009-06-05,0.0012954235963925646,4.184560891287102E-4,8.769671708097088E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
