system:index,date,runoff_m,sub_surface_runoff_m,surface_runoff_m,.geo
20000101,2000-01-01,2.5239725332322423E-4,2.4347748169679652E-4,8.919638165242978E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000102,2000-01-02,2.55104165448628E-4,2.4028154955035467E-4,1.4822677710632758E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000103,2000-01-03,2.8408430952280895E-4,2.4970227807230344E-4,3.4380909442414286E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000104,2000-01-04,2.525397102822464E-4,2.3637056639214747E-4,1.6168449454859207E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000105,2000-01-05,2.4627929885969255E-4,2.318905140771577E-4,1.4389395030859261E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000106,2000-01-06,2.510285494960269E-4,2.3261953600075565E-4,1.8407958464827405E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000107,2000-01-07,2.717603789817888E-4,2.3516884446106047E-4,3.659015089567584E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000108,2000-01-08,2.607595049349671E-4,2.332850980854371E-4,2.7472345765462896E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000109,2000-01-09,2.6915383798721104E-4,2.307184583218745E-4,3.8432470265585825E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000110,2000-01-10,2.390406107534915E-4,2.2131506869280362E-4,1.7725552502868767E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000111,2000-01-11,2.514892891797278E-4,2.1851475310454853E-4,3.297443312636137E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000112,2000-01-12,2.78413295220273E-4,2.2153443777542326E-4,5.687839662555884E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000113,2000-01-13,2.7786824106729673E-4,2.2175425095529255E-4,5.6113866798008874E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000114,2000-01-14,2.900169257497117E-4,2.2518592412807287E-4,6.482975330195537E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000115,2000-01-15,2.854198526888373E-4,2.2912301747852397E-4,5.6296158516308164E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000116,2000-01-16,2.662840871066898E-4,2.2155151625932666E-4,4.473101974574329E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000117,2000-01-17,2.2990787910271435E-4,2.1101464853023292E-4,1.8891862132077086E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000118,2000-01-18,2.231687803420104E-4,2.0605205674397296E-4,1.711507673750748E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000119,2000-01-19,2.2436845788698098E-4,2.0223183543162577E-4,2.213512130255081E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000120,2000-01-20,2.462669915412482E-4,1.9991337869037617E-4,4.6353630120613194E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000121,2000-01-21,2.309628820967674E-4,1.969834039052793E-4,3.397967963033908E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000122,2000-01-22,2.241956261416269E-4,1.9399903069836977E-4,3.0195087167655487E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000123,2000-01-23,2.2201867506441543E-4,1.9221080995733016E-4,2.9808300543160657E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000124,2000-01-24,2.1507856033096986E-4,1.8874940813536203E-4,2.6327584746584755E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000125,2000-01-25,2.0977119463888976E-4,1.8682361846084875E-4,2.2946038345596613E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000126,2000-01-26,2.0061035418002336E-4,1.8371293492692187E-4,1.689532617630574E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000127,2000-01-27,1.967910069665339E-4,1.8035262180837183E-4,1.6437591289902354E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000128,2000-01-28,2.262325294088644E-4,1.7969169495840026E-4,4.653854097957613E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000129,2000-01-29,2.3174185573039498E-4,1.816604347982323E-4,5.008071781534577E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000130,2000-01-30,1.981181305658949E-4,1.7667292347708078E-4,2.1443253025912107E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000131,2000-01-31,2.0320617764187887E-4,1.729640139243695E-4,3.0240378086944438E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000201,2000-02-01,2.3051991147422272E-4,1.762541445735271E-4,5.426229007249246E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000202,2000-02-02,2.2662662895898592E-4,1.7083178080101857E-4,5.5793277365224354E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000203,2000-02-03,2.1186194882635785E-4,1.7084674312215056E-4,4.101500672803728E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000204,2000-02-04,2.2442063761584535E-4,1.6998413024813178E-4,5.443599827171348E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000205,2000-02-05,2.4024365680950802E-4,1.7128917605180167E-4,6.895478867248094E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000206,2000-02-06,2.3056777576882018E-4,1.6579855793623385E-4,6.476825861218475E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000207,2000-02-07,2.374230103902157E-4,1.6978616419299595E-4,6.763629122573466E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000208,2000-02-08,2.0340515036028565E-4,1.6552723389146777E-4,3.78775486861643E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000209,2000-02-09,2.0594937346885345E-4,1.666832091627323E-4,3.926505758395871E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000210,2000-02-10,2.1597368868502974E-4,1.6843965523249778E-4,4.75341163847535E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000211,2000-02-11,2.2478910058184573E-4,1.6917145681154475E-4,5.56177516538224E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000212,2000-02-12,1.8480277268900184E-4,1.579037957227509E-4,2.689770174636185E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000213,2000-02-13,1.8510697645509887E-4,1.5515646979632423E-4,2.9951704473094295E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000214,2000-02-14,1.819051323019149E-4,1.5337448015793382E-4,2.852971638910922E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000215,2000-02-15,1.7092590419565096E-4,1.514545286338231E-4,1.947156039712479E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000216,2000-02-16,1.677597128493116E-4,1.4950627292434064E-4,1.8252621749474304E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000217,2000-02-17,1.7139386937169049E-4,1.474022521572195E-4,2.398994966132368E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000218,2000-02-18,1.767867027836063E-4,1.4660789241630629E-4,3.017836786644227E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000219,2000-02-19,1.726782639253821E-4,1.4502878686505833E-4,2.764974408102418E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000220,2000-02-20,1.643658696934975E-4,1.4315669056163017E-4,2.1209072828512985E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000221,2000-02-21,1.6144419319601703E-4,1.416475360900222E-4,1.9795966254892412E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000222,2000-02-22,1.700985988693495E-4,1.423737444799594E-4,2.772527210610913E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000223,2000-02-23,1.6759966554927253E-4,1.3928528711518233E-4,2.8312900891852674E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000224,2000-02-24,1.7243330672611117E-4,1.3840115935515797E-4,3.403207899898295E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000225,2000-02-25,1.711708486277229E-4,1.3649109778691813E-4,3.467822457642179E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000226,2000-02-26,1.820661768859942E-4,1.3547404375452185E-4,4.659155790739823E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000227,2000-02-27,1.773476351267695E-4,1.3557385324166382E-4,4.177243291949809E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000228,2000-02-28,1.654534742321232E-4,1.339676612907282E-4,3.148266750136297E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000229,2000-02-29,1.614336265658069E-4,1.320078286839615E-4,2.9425881588909194E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000301,2000-03-01,1.7536225379838135E-4,1.3310993676674763E-4,4.225056057860254E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000302,2000-03-02,2.2406855518566048E-4,1.382518291787874E-4,8.581601931968433E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000303,2000-03-03,2.290470105679317E-4,1.4004084233427408E-4,8.900432968470407E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000304,2000-03-04,2.2326314524703567E-4,1.3832803664473294E-4,8.493458485312885E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000305,2000-03-05,2.0520715248455762E-4,1.379586795681949E-4,6.724764829876015E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000306,2000-03-06,2.2575528022824651E-4,1.3956797295096914E-4,8.618602025382511E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000307,2000-03-07,2.498830879587079E-4,1.4159251773411E-4,1.0828889565804604E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000308,2000-03-08,3.6139719107184683E-4,1.545083704032839E-4,2.0688809751892402E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000309,2000-03-09,3.34988372516052E-4,1.6646493977903713E-4,1.6852338497998058E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000310,2000-03-10,2.233077404365666E-4,1.5046704479904365E-4,7.28388727284868E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000311,2000-03-11,2.2357752754025194E-4,1.482140602679735E-4,7.536341673249814E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000312,2000-03-12,2.656888899372726E-4,1.5879116035862837E-4,1.0689708279473341E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000313,2000-03-13,3.169738140514584E-4,1.7294524500783735E-4,1.4402859776490283E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000314,2000-03-14,3.98044676393071E-4,1.844542413425804E-4,2.135897522654183E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000315,2000-03-15,3.333038185256551E-4,1.7391024172170956E-4,1.593910024025605E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000316,2000-03-16,2.7019952341853957E-4,1.6543365036971114E-4,1.0476592539395185E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000317,2000-03-17,2.2725949159707655E-4,1.5711595565524387E-4,7.014171425258326E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000318,2000-03-18,2.1889374095465305E-4,1.5167571851285407E-4,6.721801432217893E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000319,2000-03-19,2.3671378063325785E-4,1.5381946345853232E-4,8.289424010052893E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000320,2000-03-20,2.554910794314408E-4,1.5790395989247178E-4,9.758638953866264E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000321,2000-03-21,2.157886439091213E-4,1.5168551333716182E-4,6.410065654019044E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000322,2000-03-22,1.97862876755203E-4,1.480929558310711E-4,4.976908610476625E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000323,2000-03-23,2.2289566121075146E-4,1.4243928464764712E-4,8.045535456178986E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000324,2000-03-24,2.101142321023755E-4,1.3762548250311943E-4,7.248877790312577E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000325,2000-03-25,2.1480435802420035E-4,1.3512141097535667E-4,7.96822887853683E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000326,2000-03-26,2.1764296616408357E-4,1.3338058758856616E-4,8.426168783749468E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000327,2000-03-27,2.3196205147785312E-4,1.3170595791603675E-4,1.0025505926283048E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000328,2000-03-28,2.3395142743513003E-4,1.2876637185331148E-4,1.0518399369775677E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000329,2000-03-29,2.550635931805469E-4,1.2837211632781993E-4,1.2669095405047355E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000330,2000-03-30,2.442547086573188E-4,1.2695219651633462E-4,1.1730179231736693E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000331,2000-03-31,2.605208606348517E-4,1.302798526861346E-4,1.3024040810815762E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000401,2000-04-01,4.2287405324928E-4,1.4606028694398693E-4,2.7681371349506755E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000402,2000-04-02,5.17299876401707E-4,1.6691131315318562E-4,3.503885677731872E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000403,2000-04-03,4.5696073615251093E-4,1.5263970703884516E-4,3.043195347146743E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000404,2000-04-04,5.122700478542494E-4,1.7345015183967458E-4,3.388182673849629E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000405,2000-04-05,5.047831220462513E-4,1.910468951452907E-4,3.137353282382244E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000406,2000-04-06,4.614902606322274E-4,2.122689684196956E-4,2.492194780160472E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000407,2000-04-07,4.6587407741594547E-4,1.9939545319352678E-4,2.664765640955964E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000408,2000-04-08,4.4850331050171326E-4,1.9649933936188009E-4,2.520039315348678E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000409,2000-04-09,5.51124866742209E-4,2.032750700931712E-4,3.4784900467805933E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000410,2000-04-10,4.817485319293424E-4,2.14474065465471E-4,2.6727336224175585E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000411,2000-04-11,3.44601355256785E-4,1.8470926168776878E-4,1.5989090754301824E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000412,2000-04-12,2.9964578761771895E-4,1.6803147968402603E-4,1.316130345407796E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000413,2000-04-13,3.0431360403895206E-4,1.6175633307681725E-4,1.4255592460375371E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000414,2000-04-14,3.35080000530435E-4,1.574681073979277E-4,1.7761118997979954E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000415,2000-04-15,3.506676834166939E-4,1.5428987253893694E-4,1.9637764482009572E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000416,2000-04-16,3.7100991787074794E-4,1.549146774858244E-4,2.160950560471778E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000417,2000-04-17,4.564242549161546E-4,1.6429450886589945E-4,2.9212916974798923E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000418,2000-04-18,4.316988682364684E-4,1.665210901122523E-4,2.651772041435279E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000419,2000-04-19,3.712215622211616E-4,1.5734968232896453E-4,2.1387125203046708E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000420,2000-04-20,4.526206299705799E-4,1.5940849026182844E-4,2.9321143301320476E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000421,2000-04-21,5.002680305115455E-4,1.7329418006776758E-4,3.2697350095497557E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000422,2000-04-22,6.127140317749042E-4,1.792791259648693E-4,4.334346600552168E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000423,2000-04-23,7.913557889804849E-4,2.3539308593963605E-4,5.559624666524788E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000424,2000-04-24,0.0011884589022382196,3.063720140720835E-4,8.820863880781686E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000425,2000-04-25,9.717726103696583E-4,3.204345889460799E-4,6.513356079755313E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000426,2000-04-26,7.922324462455803E-4,3.0346663438909633E-4,4.887652719172343E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000427,2000-04-27,9.069293889243193E-4,3.384603007086317E-4,5.684688728340995E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000428,2000-04-28,9.855598309793678E-4,3.5175544441201645E-4,6.338035996062998E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000429,2000-04-29,0.0013663171647821117,4.6025427679037843E-4,9.060626253123121E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000430,2000-04-30,0.001604798417911017,5.943645031739014E-4,0.001010431631961118,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000501,2000-05-01,0.0014775700540779052,7.094766763907697E-4,7.680924097025586E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000502,2000-05-02,0.0012985334850690294,6.319272814450755E-4,6.666054389828859E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000503,2000-05-03,8.028654974858034E-4,4.2463067493637323E-4,3.7823424605394656E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000504,2000-05-04,6.268535263168861E-4,2.991059864459498E-4,3.2774738376429604E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000505,2000-05-05,6.338963497005552E-4,2.720624772627958E-4,3.6183376438855136E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000506,2000-05-06,6.823099112995168E-4,2.557948380211142E-4,4.265148664589208E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000507,2000-05-07,6.670702099274245E-4,2.4144837503429231E-4,4.2562158061996524E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000508,2000-05-08,6.765059641635236E-4,2.3985451239975206E-4,4.366513163630227E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000509,2000-05-09,6.613085361324578E-4,2.2716126312410703E-4,4.341472011372983E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000510,2000-05-10,6.899815038282092E-4,2.1769150345743535E-4,4.722901034916687E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000511,2000-05-11,7.404925279606791E-4,2.1248390670749543E-4,5.280084783080462E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000512,2000-05-12,8.17017908026187E-4,2.12819890944876E-4,6.04197772425826E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000513,2000-05-13,9.187336559243561E-4,2.1300995132294434E-4,7.057234925704255E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000514,2000-05-14,0.0010991146953449888,2.0835948521220565E-4,8.907544375736716E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000515,2000-05-15,0.0011770423999713355,2.3950451828619597E-4,9.375376629126329E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000516,2000-05-16,0.0011955201892092393,2.453211883683267E-4,9.501988987087267E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000517,2000-05-17,0.0012662643105421673,2.879018456657318E-4,9.783620684078998E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000518,2000-05-18,0.001870982223246459,4.819926975661993E-4,0.001388989280756334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000519,2000-05-19,0.0020741747692424027,6.004079634481985E-4,0.0014737666659823609,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000520,2000-05-20,0.0016707868713594126,4.5687702095987154E-4,0.0012139096519091246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000521,2000-05-21,0.0012790904620204125,3.7727491808319506E-4,9.018153740849941E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000522,2000-05-22,0.0015136684833152601,4.4625225111855294E-4,0.0010674158495288229,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000523,2000-05-23,0.0020489681197921918,7.14883696286375E-4,0.0013340844205500088,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000524,2000-05-24,0.002614201878513938,9.709484950923793E-4,0.0016432531304301245,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000525,2000-05-25,0.002727157476674754,9.153747132408385E-4,0.0018117821749952367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000526,2000-05-26,0.003471750965333881,0.0012202799888703442,0.00225147016359394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000527,2000-05-27,0.0032421157458229063,9.840288463976007E-4,0.0022580866865570355,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000528,2000-05-28,0.002891654120841496,0.0011358170733128047,0.0017558365379557867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000529,2000-05-29,0.002244648023977628,0.0011741728337383022,0.0010704750859551835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000530,2000-05-30,0.0017598371101356764,9.375485890283905E-4,8.222885139006615E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000531,2000-05-31,0.001643180235776056,8.141312851051317E-4,8.290490403107429E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000601,2000-06-01,0.001477256318091699,6.619303316177522E-4,8.15326167513696E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000602,2000-06-02,0.0013965257784905,6.144487689383389E-4,7.820766500425238E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000603,2000-06-03,0.0013196269656595501,5.393733933305389E-4,7.802534231369541E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000604,2000-06-04,0.001775415186731126,6.260153556660287E-4,0.0011493995216065366,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000605,2000-06-05,0.002130489528447926,7.580545998597146E-4,0.0013724349280650942,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000606,2000-06-06,0.0024940294732026646,8.601613843650823E-4,0.0016338678339469007,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000607,2000-06-07,0.0031647053986297393,9.671027154294223E-4,0.0021976025922551667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000608,2000-06-08,0.0036633894302133536,0.0011384412363520382,0.002524948008499954,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000609,2000-06-09,0.00259783303141642,9.357156572097248E-4,0.001662117378179239,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000610,2000-06-10,0.0028316235188003895,0.00109420476821451,0.0017374186142819683,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000611,2000-06-11,0.0029638025127518004,0.0011378231962591253,0.0018259792704170858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000612,2000-06-12,0.003277174149705714,0.0013530894280436808,0.0019240845554903117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000613,2000-06-13,0.003079261813089361,0.001466426288340277,0.0016128350701191886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000614,2000-06-14,0.0027992386271944707,0.0015267575122150563,0.0012724812100077313,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000615,2000-06-15,0.0023079680842443646,0.0012056759566856058,0.001102291998893143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000616,2000-06-16,0.0020297387257140003,0.001106518681055886,9.232196695808304E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000617,2000-06-17,0.0018867185895566432,0.0010122148982707518,8.745034856094989E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000618,2000-06-18,0.0023177645824621557,0.0010946564738653429,0.0012231078685146653,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000619,2000-06-19,0.0022614712031804405,0.0011338095399675808,0.001127661319445404,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000620,2000-06-20,0.0022600769029321108,0.0011093584920362385,0.0011507183952220326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000621,2000-06-21,0.0037075819448807675,0.0014309947533510281,0.002276587036858225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000622,2000-06-22,0.004144301709314639,0.001464824348048084,0.0026794765990163835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000623,2000-06-23,0.0029522951847145576,0.00146001370336102,0.0014922810701826707,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000624,2000-06-24,0.0027350863467499203,0.0015789462926578694,0.001156139795145242,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000625,2000-06-25,0.0025106681720481316,0.0015103464295658149,0.0010003213388700887,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000626,2000-06-26,0.002415150877137639,0.0014264484326925633,9.8870222376988E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000627,2000-06-27,0.0022584985937924365,0.0013409333646871194,9.17565355380036E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000628,2000-06-28,0.002182012890008821,0.0012444497239009788,9.375628714499511E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000629,2000-06-29,0.0021918691137969384,0.0012436270511613531,9.482421014720975E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000630,2000-06-30,0.0026156063487990577,0.001459223496860599,0.0011563827904505905,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000701,2000-07-01,0.002157527193539563,0.0012003318002205738,9.571954009813744E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000702,2000-07-02,0.001880069155547642,0.0010775902325383365,8.024789072135355E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000703,2000-07-03,0.0016498072972065956,0.0010108122696432934,6.389951178943827E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000704,2000-07-04,0.0016370189678302186,0.001028288164714904,6.087308678313667E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000705,2000-07-05,0.002353726544245233,0.0011572121247399089,0.001196514043207269,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000706,2000-07-06,0.002887378908432237,0.0012971539979168335,0.001590225034785658,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000707,2000-07-07,0.0030208320399490703,0.0014068555610651106,0.0016139761072388955,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000708,2000-07-08,0.00289433270942915,0.0014967876285006095,0.0013975450134956241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000709,2000-07-09,0.0032324017436639665,0.0017063387176213499,0.0015260629890316017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000710,2000-07-10,0.003554496127615735,0.0019009237845598562,0.0016535721022628042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000711,2000-07-11,0.0040616010027526624,0.0021624439164975528,0.0018991570158609803,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000712,2000-07-12,0.004318090342513866,0.002409862088105812,0.0019082280147261121,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000713,2000-07-13,0.0037822402370664087,0.002268341269102342,0.001513898959514548,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000714,2000-07-14,0.0033342227984239177,0.001998976358869755,0.001335246741676794,"{""type"":""MultiPoint"",""coordinates"":[]}"
