date,rainfall_mm,runoff_m,sub_surface_runoff_m,surface_runoff_m,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,dewpoint_C,dewpoint_max_C,dewpoint_min_C,surface_pressure_hPa,surface_pressure_max_hPa,surface_pressure_min_hPa,temperature_avg_C,temperature_min_C,temperature_max_C,total_evaporation_m,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed_ms
2017-07-04,9.638833136495649,0.003959490929958,0.0018149593179066,0.0021445318126081,0.3426461115293997,0.3506042332392726,0.3094859058410695,0.3232013173236011,14.880545069911172,16.39720505994821,13.28876452382873,824.4637888921452,825.8993048015508,822.8450264262912,19.99101307508829,16.87049858769069,23.704100013752395,0.0024611343328704,1.396773872545834,0.7967716911736432,2.678068419593578
2017-07-05,4.97458212991152,0.0036349318383779,0.0019938923368632,0.0016410392364827,0.3386909554225356,0.3487689604755407,0.31225912542999,0.3236683850414492,14.910839939764015,16.44577821978705,13.299393018083403,825.189017863004,826.7934414348798,823.4822878132842,20.163878431730268,16.88208418198718,23.938132031099144,0.0024859729176585,1.1904279337417585,0.9107549824390078,2.495205934434112
2017-07-06,4.14701221645619,0.0028039801410202,0.001527868272446,0.001276111641622,0.3374782052213429,0.3469934466920436,0.3140173192192342,0.3240562779585714,15.15162773343664,16.74331434347134,13.622025704096442,826.0500666909421,827.4457704664339,824.319366857324,20.31735424106455,17.10153086807054,24.196386267451544,0.0025291176462593,1.0263784925490855,0.6686204279136442,2.27946783889453
2017-07-07,4.918344255547396,0.0023807475574272,0.0013169545740087,0.0010637929382077,0.3369440031169436,0.3456628123306769,0.3151015604876843,0.3243653237890729,15.259264602315849,16.902929580148975,13.71083083356164,826.9394992351777,828.4397737361304,825.2247049235925,20.365270843480403,17.033333385686205,24.30891373694953,0.0025799275512381,0.9218787283717564,0.3985197768539545,2.1185568876767604
2017-07-08,6.490424587606988,0.0035334771648599,0.0015200832065457,0.0020133939371043,0.3324564030610981,0.3439631969427743,0.3160687748932921,0.3246560150035071,15.005038121868328,16.608002443880565,13.4149952148611,827.086929382662,828.5832788931572,825.2810463358022,20.52768290325156,16.821217564946437,24.50697708738261,0.0027202796950972,0.7655425663716098,0.233187402880303,2.158936269448932
2017-07-09,10.069048363597638,0.0049102914775554,0.0019846316991696,0.0029256598698693,0.3305850105132929,0.3428662034194529,0.3170528639810285,0.3250110041901767,14.574483156027844,16.23046559099705,13.071873782315382,827.3067526496986,828.5995691051459,825.7441383651868,20.423860616542072,16.86795637351935,24.43189556958828,0.0026082174685571,0.5519306626040735,0.5865714854461364,2.2899626927099703
2017-07-10,10.454633471679855,0.0046777087671011,0.0021963522634158,0.0024813567100205,0.3310020501582433,0.3434766289717506,0.3190866523748962,0.3254096195509494,14.295990600869583,15.889083849486603,12.822111851498065,827.356064206241,828.7351706295453,825.7374697531766,20.098171269612635,16.655450565728472,23.92799721276765,0.0024765992301325,0.6430512142955449,0.6924471588333936,2.3839042371338777
2017-07-11,8.220439295949472,0.0036205157157898,0.0019151256471328,0.0017053900374081,0.3318187898119175,0.3439856497231116,0.3212306618251447,0.3258987347211436,14.392731979836704,15.933965188679103,12.840792105701968,826.6490687637311,827.9966522554133,825.0762935496377,19.74342175952017,16.380150773823857,23.46988191835834,0.0022934567804182,0.6958014039004516,0.7051979019061437,2.3272129321979773
2017-07-12,8.138098981605213,0.0028821578955039,0.001682551681913,0.0011996062406558,0.3363421974101638,0.3449648094191714,0.3228218524621351,0.3263836341627837,14.701251772499688,16.25331328877133,13.07476075465225,826.6957198299403,827.9847372429339,825.0856598882445,19.63521416485673,16.251055304519525,23.37960020480938,0.0023164121306646,0.6005133062403298,0.5335341520809411,2.1155068809156
2017-07-13,6.833581501079953,0.0026240854954803,0.00153511057023,0.0010889748562293,0.3422129096216285,0.3471249542377421,0.3244300456055232,0.3268435174022556,15.219949406316791,16.760775624669233,13.706613036058693,826.2757335454763,827.6597076366555,824.5239960801647,19.74265770695945,16.407858499129077,23.492916817510604,0.002525639000451,0.3809427815999159,0.4624335910131279,1.9854855394587272
2017-07-14,7.126100032260488,0.0026880581142019,0.0015352417094415,0.0011528162279487,0.3477994179246504,0.3490651247980887,0.3263186886040489,0.3272589030575687,15.573311775354618,17.07457203094567,14.158859208402344,826.15765797116,827.4767679968054,824.433103946542,20.143101951721064,16.75535159327876,23.96576885004049,0.0027518619227819,0.3773368378713009,0.3892224994201936,1.9536990382251296
2017-07-15,7.699225828716156,0.0026421627216368,0.0015285073650112,0.0011136556459525,0.3491918970520439,0.3511571497853177,0.3275633434805991,0.3276304466454065,15.913930137561485,17.451468123654166,14.469471420525991,826.1890916866605,827.4905367999653,824.4650683340852,20.453129133301616,16.97074710456053,24.362872347123695,0.002787145299005,0.316229032215899,0.3935361339726275,1.918946311891392
2017-07-16,7.463321136901413,0.0023787365764544,0.0013815236910984,0.0009972128293933237,0.3501476397893945,0.3518070994930797,0.3284968597677677,0.3280135973793717,16.12478036367137,17.680429179102966,14.696130644686276,825.7674593116642,827.0839990032262,823.9670182161952,20.5941085411082,17.12068436312228,24.59643230563961,0.0028485355268264,0.379096473366245,0.4302625791723019,1.8400182637374671
2017-07-17,10.038157139607112,0.0033728276360417,0.0015590552094618,0.0018137724859566,0.3536945489992653,0.3534912521226081,0.3295868095879944,0.3284593734143056,16.245778089890372,17.754700772907253,14.864781008679506,825.5761256424732,826.944926207547,823.7260379744496,20.65324466821937,17.258022853451052,24.671861788421268,0.0028950978068862,0.2774198171076015,0.3472195916547249,1.866250788816812
2017-07-18,13.052921367941098,0.0044252839611454,0.0020697349050452,0.0023555490653923,0.3597516500655888,0.3566933177498709,0.3313993040646886,0.3290631235632775,16.280267458474196,17.776536747814937,14.911488256747088,825.7131305725088,827.0931767066203,823.9313188542751,20.590466104106213,17.20756472539921,24.55894801275548,0.0029717879914427,0.1428539310262168,0.4638826806726655,1.954562295858599
2017-07-19,10.396430170745573,0.0035534660330093,0.0019423081569112,0.001611158017051,0.3633703213500588,0.3593099398715278,0.3334384913845186,0.3296854474850172,16.203040701018605,17.672494975506044,14.831228825188326,825.0699839543846,826.8106810857907,823.1250336544484,20.39240958183302,17.080488222941767,24.27815223358448,0.0029502631690668,0.1855582867576471,0.5170576240482971,1.916101942150708
2017-07-20,10.241810420690472,0.0033585844257639,0.0019569820724266,0.0014016021946224,0.3658800413770495,0.3629786331022729,0.3356516560250096,0.330205980374065,16.06654397784147,17.583910515199616,14.732525410993771,824.4693210927858,825.9257193806062,822.5281455671517,20.143034827330386,17.071556655120958,23.845949395073944,0.0027941938783857,0.2835675793542367,0.7339746087538891,2.0655532292148164
2017-07-21,11.504567881540469,0.0034878087869213,0.0019349435258017,0.0015528654092983,0.3665988598431298,0.3660058506984341,0.3382050176877254,0.3307182737414037,16.040240073622847,17.608934475830445,14.694353609360492,825.399527572848,826.8836512989044,823.6004828915301,20.177865827845267,17.176856036012055,23.87399587611196,0.0028078526695789,0.280631276123799,0.5938510464461186,2.1878005312667868
2017-07-22,9.562532294962866,0.0049487439990308,0.0022602835338549,0.002688460226843,0.3648947396909497,0.3669529253876576,0.3414215409056621,0.3314255898572021,15.915675111979706,17.478697160718873,14.611272846738888,825.706401558675,827.1846271182981,824.1340654179969,20.119804549428807,17.207598178570777,23.714514666710443,0.0027473210660025,0.3673053490916317,0.6333785730951544,2.4129623803609896
2017-07-23,13.055192726689132,0.0058920056493284,0.0025941434875548,0.0032978620648779,0.3633473494629872,0.3672942856479051,0.3441824366200591,0.3324702743298842,15.644955902109878,17.1203402738218,14.36493021953262,825.2523382290093,826.7393682380101,823.4917761493606,19.78154629108508,17.057249398614772,23.198151155644386,0.0025871224303612,0.4549495395603479,0.5784922818784956,2.50676608406948
2017-07-24,9.200781177188375,0.0055388481485311,0.0025577366252234,0.0029811115518814,0.3620013988702941,0.3671417462724102,0.3460128171695248,0.3337457741131111,15.50770127687563,16.996082080447565,14.196854566961862,824.6169097651398,825.8959762029236,823.0067692326548,19.710542239229994,17.04818127918105,23.06270389309435,0.0025298184637408,0.703747927938793,0.5834573466889034,2.4739803550974933
2017-07-25,7.779364773040392,0.0040625832208341,0.0022257558241431,0.0018368271960068,0.3591507742246286,0.3662896730106828,0.3468041430083931,0.3349612276125406,15.431102640299605,16.9921770598543,14.056242424394446,824.5120448610459,825.8585686316,822.7869500242315,19.83006399069393,16.942296470952442,23.329449621046702,0.0025393945002381,0.6765859218491176,0.5329970115252244,2.401514480760348
2017-07-26,7.929414535319911,0.0035296563754445,0.0020298623906169,0.0014997940767521,0.3559885944042247,0.3650503411308565,0.3471408537114923,0.3360161216676718,15.489077263555194,17.061786691349624,14.057304686340991,825.6933046461668,827.077242522179,823.9034292693781,19.895775579464782,16.82003900566741,23.53532692392281,0.002592647857454,0.4974368336189235,0.3990757622640847,2.194338605113204
